RBD	COD_REG_RBD	COD_PRO_RBD	COD_COM_RBD	MAT_HOM_TOT	MAT_MUJ_TOT	MAT_TOTAL
1122	5	54	5401	210	111	321
1123	5	54	5401	334	277	611
1125	5	54	5401	90	72	162
1126	5	54	5401	12	11	23
1128	5	54	5401	149	106	255
1129	5	54	5401	3	2	5
1130	5	54	5401	2	2	4
1131	5	54	5401	6	10	16
1132	5	54	5401	71	53	124
1133	5	54	5401	16	9	25
1134	5	54	5401	4	4	8
1135	5	54	5401	23	11	34
1136	5	54	5401	34	41	75
1137	5	54	5401	11	9	20
1139	5	54	5401	23	14	37
1140	5	54	5401	19	25	44
1142	5	54	5401	35	25	60
1143	5	54	5401	4	7	11
1144	5	54	5401	11	7	18
1145	5	54	5401	21	14	35
1147	5	54	5404	71	58	129
1148	5	54	5404	219	213	432
1149	5	54	5404	103	82	185
1150	5	54	5404	6	4	10
1151	5	54	5404	3	2	5
1152	5	54	5404	53	37	90
1153	5	54	5404	3	1	4
1154	5	54	5404	0	0	0
1156	5	54	5404	18	23	41
1157	5	54	5404	22	14	36
1158	5	54	5404	3	4	7
1160	5	54	5404	4	3	7
1161	5	54	5404	107	79	186
1162	5	54	5404	14	9	23
1164	5	54	5404	228	258	486
1166	5	54	5404	60	66	126
1167	5	54	5402	327	300	627
1168	5	54	5402	263	231	494
1170	5	54	5402	77	85	162
1171	5	54	5402	10	7	17
1173	5	54	5402	45	61	106
1174	5	54	5402	65	42	107
1175	5	54	5402	0	0	0
1176	5	54	5402	40	37	77
1177	5	54	5402	0	0	0
1178	5	54	5402	95	95	190
1179	5	54	5402	0	0	0
1180	5	54	5402	117	79	196
1181	5	54	5402	3	6	9
1182	5	54	5402	5	4	9
1183	5	54	5405	223	245	468
1184	5	54	5405	142	152	294
1185	5	54	5405	70	40	110
1187	5	54	5405	0	0	0
1189	5	54	5405	43	39	82
1190	5	54	5405	208	231	439
1191	5	54	5403	145	111	256
1192	5	54	5403	74	73	147
1194	5	53	5301	667	642	1309
1195	5	53	5301	299	448	747
1196	5	53	5301	59	342	401
1197	5	53	5301	463	473	936
1198	5	53	5301	129	123	252
1199	5	53	5301	145	39	184
1200	5	53	5301	154	111	265
1201	5	53	5301	44	30	74
1202	5	53	5301	151	109	260
1203	5	53	5301	146	142	288
1204	5	53	5301	85	60	145
1206	5	53	5301	343	273	616
1208	5	53	5301	45	68	113
1210	5	53	5301	139	110	249
1211	5	53	5301	134	122	256
1212	5	57	5701	29	8	37
1213	5	53	5301	1068	874	1942
1214	5	53	5301	0	707	707
1215	5	53	5301	375	372	747
1216	5	53	5301	225	196	421
1217	5	53	5301	454	555	1009
1218	5	53	5301	249	248	497
1220	5	53	5301	146	200	346
1221	5	53	5301	167	165	332
1225	5	53	5301	603	502	1105
1226	5	53	5301	145	127	272
1228	5	53	5301	0	0	0
1229	5	53	5301	153	150	303
1230	5	53	5301	0	0	0
1233	5	53	5304	198	174	372
1234	5	53	5304	104	116	220
1235	5	53	5304	93	67	160
1237	5	53	5304	2	0	2
1238	5	53	5304	26	29	55
1239	5	53	5304	5	5	10
1240	5	53	5304	24	18	42
1243	5	53	5304	19	10	29
1244	5	53	5304	0	5	5
1245	5	53	5304	118	92	210
1246	5	53	5304	96	83	179
1247	5	53	5302	56	61	117
1248	5	53	5302	142	125	267
1249	5	53	5302	48	36	84
1250	5	53	5302	49	37	86
1251	5	53	5302	88	75	163
1252	5	53	5302	31	27	58
1254	5	53	5302	0	0	0
1255	5	53	5302	193	116	309
1256	5	53	5302	138	147	285
1257	5	53	5303	373	360	733
1258	5	53	5303	76	62	138
1259	5	53	5303	80	44	124
1260	5	53	5303	262	262	524
1261	5	57	5701	149	126	275
1262	5	57	5701	994	95	1089
1263	5	57	5701	0	708	708
1264	5	57	5701	125	106	231
1265	5	57	5701	142	112	254
1266	5	57	5701	47	24	71
1268	5	57	5701	654	479	1133
1269	5	57	5701	140	90	230
1271	5	57	5701	213	159	372
1273	5	57	5701	23	14	37
1274	5	57	5701	120	93	213
1275	5	57	5701	174	148	322
1276	5	57	5701	85	63	148
1277	5	57	5701	0	0	0
1279	5	57	5701	117	129	246
1280	5	57	5701	94	72	166
1281	5	57	5701	105	59	164
1282	5	57	5701	68	57	125
1283	5	57	5701	65	54	119
1285	5	57	5701	78	41	119
1286	5	57	5701	69	43	112
1287	5	57	5701	95	68	163
1288	5	57	5701	403	449	852
1289	5	57	5701	119	99	218
1290	5	57	5701	0	599	599
1291	5	57	5701	236	273	509
1292	5	57	5701	175	180	355
1294	5	57	5701	311	346	657
1296	5	57	5701	0	0	0
1297	5	57	5701	0	0	0
1299	5	57	5701	0	0	0
1300	5	57	5701	216	241	457
1301	5	57	5705	219	181	400
1302	5	57	5705	109	78	187
1304	5	57	5705	49	30	79
1305	5	57	5705	57	47	104
1306	5	57	5705	0	0	0
1307	5	57	5705	86	57	143
1308	5	57	5705	8	12	20
1309	5	57	5705	16	21	37
1310	5	57	5705	44	31	75
1311	5	55	5502	147	183	330
1312	5	57	5705	46	26	72
1313	5	57	5705	36	56	92
1314	5	57	5705	0	0	0
1315	5	53	5301	0	0	0
1316	5	57	5705	284	329	613
1318	5	57	5706	241	175	416
1319	5	57	5706	15	10	25
1321	5	57	5706	116	91	207
1322	5	57	5706	37	25	62
1323	5	57	5706	41	35	76
1325	5	57	5706	33	23	56
1326	5	57	5706	45	32	77
1327	5	57	5706	385	512	897
1328	5	57	5704	85	82	167
1329	5	57	5704	98	88	186
1330	5	57	5704	0	0	0
1331	5	57	5704	56	44	100
1332	5	57	5704	52	58	110
1333	5	57	5704	58	51	109
1335	5	57	5703	333	323	656
1336	5	57	5703	276	223	499
1337	5	57	5703	68	53	121
1338	5	57	5703	100	111	211
1339	5	57	5703	147	90	237
1340	5	57	5703	91	87	178
1341	5	57	5703	146	118	264
1342	5	57	5703	30	18	48
1343	5	57	5703	29	26	55
1344	5	57	5703	0	0	0
1345	5	57	5703	52	39	91
1346	5	57	5703	46	32	78
1347	5	57	5703	312	377	690
1349	5	57	5703	160	157	317
1350	5	57	5703	257	324	581
1352	5	57	5702	222	206	428
1353	5	57	5702	80	91	171
1354	5	57	5702	288	218	506
1355	5	57	5702	94	69	163
1356	5	57	5702	21	19	40
1357	5	57	5702	0	0	0
1358	5	57	5702	63	51	114
1359	5	57	5702	63	68	131
1360	5	57	5702	60	59	119
1361	5	57	5702	219	222	441
1362	5	57	5702	161	96	257
1363	5	55	5501	383	275	658
1364	5	55	5501	246	359	605
1366	5	55	5501	159	423	582
1367	5	55	5501	21	243	264
1368	5	55	5501	0	615	615
1369	5	55	5501	160	51	211
1370	5	55	5501	223	182	405
1371	5	55	5501	396	336	732
1373	5	55	5501	0	0	0
1374	5	55	5501	54	39	93
1375	5	55	5501	0	0	0
1376	5	55	5501	0	0	0
1377	5	55	5501	174	125	299
1378	5	55	5501	105	100	205
1383	5	55	5501	0	0	0
1384	5	55	5501	112	51	163
1385	5	55	5501	144	67	211
1386	5	55	5501	0	0	0
1387	5	55	5501	0	0	0
1388	5	55	5501	0	0	0
1389	5	55	5501	41	17	58
1390	5	55	5501	39	25	64
1391	5	55	5501	37	71	108
1392	5	55	5501	197	337	534
1393	5	55	5501	249	381	630
1394	5	55	5502	80	52	132
1395	5	55	5501	454	581	1035
1397	5	55	5501	1578	0	1578
1400	5	55	5501	131	83	214
1402	5	55	5501	43	39	82
1403	5	55	5501	253	460	713
1404	5	55	5501	750	677	1427
1405	5	55	5501	339	483	822
1406	5	55	5501	0	0	0
1408	5	55	5501	0	0	0
1409	5	55	5501	29	33	62
1412	5	55	5501	190	157	347
1413	5	55	5501	0	0	0
1414	5	55	5504	223	223	446
1416	5	55	5504	129	117	246
1417	5	55	5504	67	71	138
1418	5	55	5504	17	8	25
1419	5	55	5504	33	24	57
1421	5	55	5504	219	204	423
1422	5	55	5502	143	150	293
1423	5	55	5502	74	65	139
1424	5	55	5502	121	139	260
1425	5	55	5502	195	217	412
1426	5	55	5502	0	0	0
1427	5	55	5502	67	53	120
1428	5	55	5502	64	43	107
1430	5	55	5502	91	71	162
1431	5	55	5502	144	77	221
1433	5	55	5502	91	51	142
1434	5	55	5502	0	0	0
1435	5	55	5502	58	46	104
1436	5	55	5502	550	505	1055
1437	5	55	5502	1	866	867
1438	5	55	5502	79	68	147
1440	5	55	5502	52	29	81
1441	5	55	5502	0	0	0
1442	5	55	5502	81	46	127
1443	5	55	5502	766	88	854
1444	5	55	5506	234	188	422
1445	5	55	5506	208	198	406
1447	5	55	5506	223	194	417
1448	5	55	5506	59	41	100
1449	5	55	5506	496	380	876
1450	5	55	5506	368	458	826
1452	5	55	5506	0	0	0
1453	5	55	5503	378	408	786
1454	5	55	5503	61	22	83
1455	5	55	5503	105	80	185
1456	5	55	5503	46	47	93
1457	5	55	5503	70	53	123
1458	5	55	5503	69	60	129
1459	5	55	5503	91	79	170
1460	5	55	5503	9	1	10
1461	5	55	5502	50	35	85
1462	5	55	5503	20	26	46
1464	5	58	5802	292	344	636
1465	5	58	5802	205	197	402
1466	5	58	5802	257	161	418
1467	5	58	5802	217	308	525
1468	5	58	5802	141	86	227
1469	5	58	5802	213	169	382
1470	5	58	5802	0	0	0
1471	5	58	5802	67	45	112
1472	5	58	5802	119	89	208
1473	5	58	5802	11	18	29
1474	5	51	5103	151	135	286
1475	5	58	5802	23	17	40
1476	5	58	5802	0	0	0
1478	5	58	5802	254	317	571
1479	5	58	5802	82	60	142
1481	5	58	5802	0	0	0
1482	5	58	5802	346	419	765
1483	5	58	5802	0	308	308
1484	5	58	5802	305	98	403
1485	5	55	5506	0	0	0
1488	5	58	5803	207	197	404
1489	5	58	5803	123	104	227
1490	5	58	5803	123	93	216
1491	5	58	5803	99	95	194
1492	5	58	5803	0	0	0
1493	5	58	5803	23	24	47
1495	5	58	5803	3	2	5
1496	5	58	5803	42	51	93
1497	5	58	5803	0	0	0
1498	5	58	5803	35	22	57
1500	5	58	5803	401	437	838
1502	5	51	5101	516	655	1171
1503	5	51	5101	1137	97	1234
1504	5	51	5101	341	837	1178
1506	5	51	5101	91	53	144
1507	5	51	5101	337	36	373
1508	5	51	5101	77	22	99
1509	5	51	5101	29	12	41
1510	5	51	5101	53	27	80
1511	5	51	5101	72	32	104
1514	5	51	5101	133	114	247
1515	5	51	5101	544	721	1265
1516	5	51	5101	347	193	540
1517	5	51	5101	238	205	443
1518	5	51	5101	231	215	446
1519	5	51	5101	165	48	213
1520	5	51	5101	224	289	513
1521	5	51	5101	0	485	485
1522	5	51	5101	94	77	171
1523	5	51	5101	269	263	532
1524	5	51	5101	106	75	181
1525	5	51	5101	519	499	1018
1526	5	51	5101	102	76	178
1528	5	51	5101	188	114	302
1529	5	51	5101	284	98	382
1533	5	51	5101	702	0	702
1534	5	51	5101	36	489	525
1535	5	51	5101	0	0	0
1536	5	51	5101	353	341	694
1537	5	51	5101	0	559	559
1538	5	51	5101	86	71	157
1540	5	51	5101	38	35	73
1541	5	51	5101	106	85	191
1542	5	51	5101	261	228	489
1543	5	51	5101	114	87	201
1545	5	51	5101	0	0	0
1547	5	51	5101	132	87	219
1548	5	51	5101	88	38	126
1549	5	51	5101	307	241	548
1550	5	51	5101	66	52	118
1551	5	51	5101	94	85	179
1552	5	51	5101	0	0	0
1553	5	51	5101	206	159	365
1554	5	51	5101	115	87	202
1555	5	51	5101	102	97	199
1556	5	51	5101	92	61	153
1557	5	51	5101	75	66	141
1559	5	51	5101	0	0	0
1560	5	51	5101	0	0	0
1563	5	51	5101	54	22	76
1567	5	51	5101	76	50	126
1568	5	51	5101	139	114	253
1569	5	51	5101	208	212	420
1570	5	51	5101	176	187	363
1571	5	51	5101	67	45	112
1573	5	51	5101	111	77	188
1577	5	51	5101	133	109	242
1578	5	51	5101	31	17	48
1579	5	51	5101	223	230	453
1580	5	51	5101	104	127	231
1581	5	51	5101	406	793	1199
1582	5	51	5101	352	339	691
1583	5	51	5101	178	152	330
1584	5	51	5101	100	61	161
1585	5	51	5101	433	549	982
1586	5	51	5101	321	630	951
1587	5	51	5101	0	742	742
1588	5	51	5101	167	350	517
1590	5	51	5101	1747	0	1747
1593	5	51	5101	338	302	640
1594	5	51	5101	278	265	543
1595	5	51	5101	340	306	646
1596	5	51	5101	412	303	715
1597	5	51	5101	153	106	259
1598	5	51	5101	165	160	325
1599	5	51	5101	162	118	280
1600	5	51	5101	0	0	0
1601	5	51	5101	284	235	519
1602	5	51	5101	100	121	221
1603	5	51	5101	186	149	335
1604	5	51	5101	547	615	1162
1606	5	51	5101	0	0	0
1607	5	51	5101	183	210	393
1609	5	51	5101	155	204	359
1610	5	51	5101	367	365	732
1614	5	51	5101	0	0	0
1616	5	51	5101	0	0	0
1617	5	51	5101	0	0	0
1618	5	51	5109	0	0	0
1619	5	51	5101	312	270	582
1620	5	51	5101	194	229	423
1621	5	51	5101	105	105	210
1623	5	51	5101	6	20	26
1624	5	51	5101	0	0	0
1626	5	51	5101	0	0	0
1629	5	51	5101	121	114	235
1631	5	51	5109	580	508	1088
1632	5	51	5101	85	440	525
1634	5	51	5101	415	378	793
1635	5	51	5101	188	187	375
1637	5	51	5101	0	0	0
1638	5	51	5101	205	191	396
1641	5	51	5101	267	222	489
1643	5	51	5101	0	0	0
1644	5	51	5101	0	0	0
1646	13	131	13126	0	0	0
1647	5	51	5101	0	0	0
1648	5	51	5101	0	0	0
1650	5	51	5101	48	44	92
1653	5	51	5101	226	223	449
1654	5	51	5101	0	0	0
1657	5	51	5101	63	58	121
1658	5	51	5101	0	0	0
1660	5	51	5101	0	0	0
1662	5	51	5101	43	36	79
1663	5	51	5109	292	451	743
1664	5	51	5109	314	68	382
1665	5	51	5109	0	0	0
1666	5	51	5109	135	124	259
1667	5	51	5109	200	147	347
1668	5	51	5109	73	45	118
1669	5	51	5109	113	66	179
1672	5	51	5109	296	282	578
1674	5	51	5109	200	161	361
1675	5	51	5109	307	245	552
1676	5	51	5109	344	438	782
1677	5	51	5109	1	479	480
1678	5	51	5109	106	101	207
1680	5	51	5109	81	59	140
1681	5	51	5109	101	360	461
1682	5	51	5109	270	221	491
1683	5	51	5109	186	175	361
1684	5	51	5109	324	198	522
1685	5	51	5109	295	200	495
1686	5	51	5109	168	168	336
1688	5	51	5109	158	127	285
1689	5	51	5103	220	156	376
1691	5	51	5109	78	40	118
1692	5	51	5109	217	190	407
1693	5	51	5109	58	59	117
1695	5	51	5109	89	73	162
1696	5	51	5109	111	78	189
1697	5	51	5109	83	75	158
1698	5	51	5109	241	204	445
1699	5	51	5103	213	165	378
1700	5	51	5109	112	85	197
1701	5	51	5109	70	57	127
1702	5	51	5109	110	88	198
1703	5	51	5109	128	113	241
1704	5	51	5109	102	84	186
1705	5	51	5109	101	110	211
1707	5	51	5109	283	219	502
1708	5	51	5109	139	97	236
1709	5	51	5109	79	58	137
1710	5	51	5109	121	91	212
1712	5	51	5109	92	125	217
1713	5	51	5109	0	0	0
1714	5	51	5109	50	27	77
1715	5	51	5109	0	0	0
1716	5	51	5109	160	160	320
1717	5	51	5109	94	65	159
1718	5	51	5109	89	84	173
1719	5	51	5109	0	0	0
1720	5	51	5109	84	89	173
1721	5	51	5109	96	64	160
1722	5	51	5109	20	132	152
1724	5	51	5109	226	146	372
1728	5	51	5109	45	38	83
1729	5	51	5109	0	0	0
1730	5	51	5109	0	0	0
1732	5	51	5109	69	63	132
1734	5	51	5109	908	0	908
1735	5	51	5109	244	259	503
1738	5	51	5109	218	753	971
1739	5	51	5101	596	0	596
1741	5	51	5109	232	254	486
1742	5	51	5109	188	131	319
1743	5	51	5103	377	372	749
1744	5	51	5109	0	0	0
1745	5	51	5109	0	0	0
1746	5	51	5109	34	41	75
1747	5	51	5109	182	259	441
1748	5	51	5109	401	454	855
1749	5	51	5109	288	292	580
1750	5	51	5109	266	320	586
1751	5	51	5109	372	322	694
1752	5	51	5109	238	344	582
1753	5	51	5109	0	0	0
1755	5	51	5109	507	674	1181
1756	5	51	5109	444	452	896
1757	5	58	5801	1066	1095	2161
1758	5	51	5109	65	63	128
1759	5	51	5109	77	77	154
1760	5	51	5109	30	19	49
1761	5	51	5109	184	190	374
1762	5	51	5109	0	0	0
1763	5	51	5109	68	46	114
1765	5	51	5109	111	106	217
1766	5	51	5109	0	0	0
1767	5	51	5109	0	0	0
1769	5	51	5103	184	213	397
1772	5	51	5109	168	179	347
1774	5	51	5109	350	351	701
1775	5	51	5109	97	114	211
1776	5	51	5109	162	218	380
1777	5	51	5109	343	430	773
1778	5	51	5109	0	0	0
1780	5	51	5109	176	157	333
1781	5	51	5109	443	460	903
1783	5	51	5103	0	876	876
1786	5	51	5109	0	0	0
1787	5	51	5109	128	133	261
1788	5	51	5109	833	0	833
1789	5	51	5109	145	112	257
1790	5	51	5109	0	0	0
1791	5	51	5109	310	382	692
1792	5	51	5109	241	285	526
1793	5	51	5109	0	0	0
1794	5	51	5109	0	0	0
1795	5	51	5109	403	404	807
1796	5	51	5109	208	223	431
1800	5	51	5109	0	0	0
1801	5	51	5109	329	487	816
1803	5	51	5109	0	0	0
1806	5	51	5109	0	0	0
1807	5	58	5801	94	94	188
1809	5	51	5109	0	0	0
1810	5	51	5109	0	0	0
1812	5	51	5109	0	0	0
1813	5	51	5109	0	0	0
1815	5	51	5109	0	0	0
1817	5	51	5109	0	0	0
1819	5	51	5109	102	95	197
1823	5	51	5109	14	34	48
1826	5	51	5109	3	8	11
1828	5	51	5103	29	42	71
1829	5	51	5109	0	0	0
1830	5	51	5109	0	0	0
1837	5	51	5109	0	0	0
1838	5	51	5109	0	0	0
1839	5	51	5109	649	670	1319
1840	5	51	5109	0	0	0
1842	5	51	5109	197	238	435
1844	5	51	5109	105	97	202
1846	5	51	5103	0	0	0
1847	5	51	5109	87	86	173
1848	5	51	5109	0	0	0
1850	5	51	5109	0	0	0
1851	5	51	5107	189	183	372
1853	5	51	5107	142	128	270
1854	5	51	5107	0	0	0
1855	5	51	5107	294	249	543
1856	5	51	5107	74	58	132
1857	5	51	5107	42	26	68
1858	5	51	5107	633	692	1325
1859	5	51	5107	237	319	556
1860	5	51	5107	496	460	956
1861	5	51	5107	0	0	0
1862	5	51	5107	0	0	0
1863	5	51	5105	341	386	727
1864	5	51	5105	388	322	710
1867	5	51	5105	133	102	235
1868	5	51	5105	154	137	291
1869	5	51	5105	9	9	18
1870	5	51	5105	46	44	90
1871	5	51	5105	49	42	91
1872	5	51	5105	0	0	0
1873	5	51	5105	93	84	177
1874	5	51	5105	42	48	90
1875	5	51	5105	73	73	146
1876	5	51	5105	2	2	4
1877	5	51	5105	5	12	17
1878	5	51	5105	21	24	45
1879	5	51	5105	0	0	0
1880	5	58	5801	120	49	169
1881	5	58	5801	260	257	517
1882	5	58	5801	189	248	437
1884	5	58	5801	367	386	753
1885	5	58	5801	94	54	148
1886	5	58	5801	228	198	426
1887	5	58	5801	333	310	643
1888	5	58	5801	100	87	187
1889	5	58	5801	174	121	295
1890	5	58	5801	101	100	201
1891	5	58	5801	105	110	215
1892	5	58	5801	103	89	192
1893	5	58	5801	112	70	182
1894	5	58	5801	239	259	498
1895	5	58	5801	237	84	321
1896	5	58	5801	0	0	0
1898	5	58	5801	132	96	228
1899	5	58	5801	109	69	178
1900	5	58	5801	17	31	48
1901	5	58	5801	13	8	21
1903	5	58	5801	0	0	0
1904	5	58	5801	0	0	0
1905	5	58	5801	9	13	22
1906	5	58	5801	24	17	41
1908	5	58	5801	153	125	278
1909	5	58	5801	538	535	1073
1910	5	58	5801	0	0	0
1911	5	58	5801	256	238	494
1913	5	58	5804	0	0	0
1914	5	58	5801	481	450	931
1917	5	58	5801	113	77	190
1918	5	58	5801	339	367	706
1919	5	58	5801	223	296	519
1920	5	58	5801	14	13	27
1921	5	58	5801	0	0	0
1922	5	58	5801	0	0	0
1923	5	58	5801	380	451	831
1924	5	58	5801	132	97	229
1925	5	58	5801	0	0	0
1926	5	58	5801	0	0	0
1927	5	58	5801	135	114	249
1928	5	58	5801	0	0	0
1930	5	58	5801	139	128	267
1931	5	58	5801	36	45	81
1932	5	58	5801	17	22	39
1934	5	58	5801	454	609	1063
1935	5	58	5801	0	0	0
1936	5	58	5801	0	0	0
1937	5	58	5801	198	180	378
1938	5	58	5801	0	0	0
1941	5	58	5801	340	317	657
1942	5	58	5801	0	0	0
1948	5	58	5801	0	0	0
1949	5	58	5801	45	69	114
1954	5	58	5801	0	0	0
1956	5	58	5801	0	0	0
1958	5	58	5804	269	246	515
1959	5	58	5804	247	225	472
1960	5	58	5804	0	0	0
1961	5	58	5804	168	123	291
1962	5	58	5804	0	0	0
1963	5	58	5804	120	118	238
1965	5	58	5804	95	70	165
1966	5	58	5804	170	158	328
1967	5	58	5804	579	663	1242
1968	5	58	5804	92	51	143
1969	5	58	5804	289	279	568
1970	5	58	5804	130	120	250
1971	5	58	5804	214	236	450
1972	5	58	5804	47	19	66
1973	5	58	5804	0	0	0
1975	5	58	5804	158	117	275
1976	5	58	5804	21	16	37
1977	5	58	5804	852	917	1769
1980	5	58	5804	236	237	473
1982	5	58	5804	0	0	0
1983	5	58	5804	0	0	0
1985	5	58	5804	50	35	85
1987	5	58	5804	230	189	419
1988	5	58	5804	0	0	0
1989	5	58	5804	202	184	386
1990	5	58	5804	0	0	0
1992	5	58	5804	0	0	0
1993	5	58	5804	0	0	0
1996	5	51	5102	292	241	533
1997	5	51	5102	231	280	511
1998	5	51	5102	144	177	321
1999	5	51	5102	217	183	400
2000	5	51	5102	0	0	0
2002	5	51	5102	0	0	0
2003	5	51	5102	43	36	79
2004	5	51	5102	0	0	0
2005	5	51	5102	54	77	131
2006	5	51	5102	0	0	0
2007	5	51	5102	166	176	342
2008	5	51	5102	111	86	197
2009	5	51	5104	85	87	172
2011	5	56	5601	32	20	52
2012	5	56	5601	106	115	221
2013	5	56	5601	294	449	743
2014	5	56	5601	152	116	268
2017	5	56	5601	59	52	111
2018	5	56	5601	468	404	872
2019	5	56	5601	194	140	334
2020	5	56	5601	107	88	195
2021	5	56	5601	347	292	639
2022	5	56	5601	80	79	159
2023	5	56	5601	84	68	152
2024	5	56	5601	76	43	119
2025	5	56	5601	76	65	141
2026	5	56	5601	278	221	499
2027	5	56	5601	73	55	128
2028	5	56	5601	63	57	120
2031	5	56	5601	0	0	0
2033	5	56	5601	0	0	0
2034	5	56	5601	0	0	0
2035	5	56	5601	87	66	153
2036	5	56	5601	58	49	107
2037	5	56	5601	69	47	116
2038	5	56	5601	7	10	17
2039	5	56	5601	0	0	0
2040	5	56	5601	440	383	823
2041	5	56	5601	0	629	629
2042	5	56	5601	615	534	1149
2043	5	56	5601	234	206	440
2044	5	56	5601	605	105	710
2045	5	56	5601	213	285	498
2047	5	56	5601	17	406	423
2048	5	56	5601	0	336	336
2049	5	56	5601	258	360	618
2050	5	56	5601	227	209	436
2051	5	56	5601	0	0	0
2052	5	56	5601	174	124	298
2053	5	56	5601	64	34	98
2054	5	56	5601	70	31	101
2055	5	56	5601	249	210	459
2057	5	56	5601	75	51	126
2058	5	56	5601	0	0	0
2061	5	56	5601	0	0	0
2064	5	56	5603	203	222	425
2065	5	56	5603	383	345	728
2066	5	56	5603	281	237	518
2067	5	56	5603	0	0	0
2068	5	56	5603	76	73	149
2069	5	56	5603	19	25	44
2071	5	56	5603	19	11	30
2072	5	56	5603	0	0	0
2073	5	56	5603	0	0	0
2074	5	56	5605	220	181	401
2075	5	56	5605	330	264	594
2076	5	56	5605	0	0	0
2078	5	56	5604	201	198	399
2079	5	56	5604	204	204	408
2081	5	56	5604	153	119	272
2083	5	56	5604	194	200	394
2084	5	56	5602	230	221	451
2085	5	56	5602	65	53	118
2086	5	56	5602	0	0	0
2087	5	56	5602	29	21	50
2089	5	56	5602	31	14	45
2090	5	56	5602	260	312	572
2091	5	56	5606	463	401	864
2092	5	56	5606	82	71	153
2093	5	56	5606	2	3	5
2095	5	56	5606	6	8	14
2096	5	56	5606	34	48	82
2097	5	56	5606	3	1	4
2098	5	56	5606	4	2	6
2099	5	56	5606	234	219	453
2100	5	56	5606	0	0	0
2101	5	52	5201	277	260	537
2102	6	61	6101	0	648	648
2103	6	61	6101	1072	60	1132
2104	6	61	6101	791	900	1691
2105	6	61	6101	854	441	1295
2106	6	61	6101	0	0	0
2107	6	61	6101	0	0	0
2108	6	61	6101	0	0	0
2109	6	61	6101	0	478	478
2110	6	61	6101	1012	1332	2344
2111	6	61	6101	238	385	623
2112	6	61	6101	977	69	1046
2114	6	61	6101	0	1315	1315
2115	6	61	6101	162	142	304
2116	6	61	6101	353	222	575
2117	6	61	6101	0	0	0
2118	6	61	6101	294	166	460
2119	6	61	6101	171	104	275
2120	6	61	6101	534	464	998
2121	6	61	6101	0	1259	1259
2122	6	61	6101	188	159	347
2123	6	61	6101	567	334	901
2124	6	61	6101	481	362	843
2125	6	61	6101	116	122	238
2126	6	61	6101	161	85	246
2129	6	61	6101	369	378	747
2131	6	61	6101	114	64	178
2132	6	61	6101	155	138	293
2133	6	61	6101	95	72	167
2134	6	61	6101	220	253	473
2135	6	61	6101	243	195	438
2136	6	61	6101	119	85	204
2137	6	61	6101	0	0	0
2138	6	61	6101	65	66	131
2139	6	61	6101	111	102	213
2140	6	61	6101	212	202	414
2141	6	61	6101	0	0	0
2143	6	61	6101	141	109	250
2145	6	61	6101	37	27	64
2146	6	61	6101	52	38	90
2147	6	61	6101	84	51	135
2148	6	61	6101	0	0	0
2150	6	61	6101	0	509	509
2151	6	61	6101	390	328	718
2153	6	61	6101	83	71	154
2155	6	61	6101	234	232	466
2156	6	61	6101	0	0	0
2159	6	61	6101	461	344	805
2160	6	61	6101	259	186	445
2162	6	61	6101	144	111	255
2163	6	61	6101	129	110	239
2164	6	61	6101	305	272	577
2165	6	61	6101	416	458	874
2166	6	61	6101	496	475	971
2167	6	61	6101	151	110	261
2168	6	61	6101	0	0	0
2169	6	61	6101	0	0	0
2170	6	61	6101	332	329	661
2171	6	61	6101	195	194	389
2172	6	61	6101	0	0	0
2173	6	61	6101	145	100	245
2174	6	61	6101	364	224	588
2177	6	61	6101	0	0	0
2178	6	61	6101	312	241	553
2179	6	61	6101	453	378	831
2180	6	61	6101	0	0	0
2182	6	61	6101	162	116	278
2183	6	61	6101	243	232	475
2184	6	61	6101	39	20	59
2185	6	61	6101	148	110	258
2186	6	61	6101	0	0	0
2191	6	61	6101	0	0	0
2193	6	61	6101	0	0	0
2194	6	61	6101	617	605	1222
2196	6	61	6101	0	0	0
2197	6	61	6101	0	0	0
2198	6	61	6101	50	30	80
2200	6	61	6101	885	864	1749
2201	6	61	6101	0	0	0
2202	6	61	6101	0	0	0
2203	6	61	6101	0	0	0
2204	6	61	6101	0	0	0
2205	6	61	6106	99	117	216
2206	6	61	6106	249	178	427
2207	6	61	6106	309	297	606
2209	6	61	6106	158	132	290
2210	6	61	6106	178	148	326
2212	6	61	6106	82	50	132
2214	6	61	6106	0	0	0
2215	6	61	6106	0	0	0
2217	6	61	6106	292	325	617
2218	6	61	6106	423	453	876
2219	6	61	6106	167	126	293
2220	6	61	6106	60	50	110
2222	6	61	6110	251	243	494
2223	6	61	6110	228	206	434
2224	6	61	6110	182	167	349
2226	6	61	6110	111	99	210
2227	6	61	6110	63	66	129
2228	6	61	6110	134	131	265
2229	6	61	6110	0	0	0
2231	6	61	6110	65	51	116
2232	6	61	6110	66	82	148
2233	6	61	6110	131	128	259
2234	6	61	6102	361	370	731
2235	6	61	6102	57	51	108
2236	6	61	6102	32	31	63
2237	6	61	6102	40	31	71
2238	6	61	6102	23	18	41
2240	6	61	6102	59	56	115
2243	6	61	6102	18	12	30
2244	6	61	6102	93	74	167
2246	6	61	6108	47	32	79
2247	6	61	6108	288	222	510
2248	6	61	6108	100	119	219
