Total;Mujeres;Hombres;Region;Comuna;Jornada
15;10;5;13;13123;2
12;3;9;13;13123;2
14;9;5;13;13123;2
38;29;9;13;13123;1
7;5;2;13;13123;1
109;104;5;13;13123;1
114;46;68;13;13123;1
82;54;28;13;13123;1
59;22;37;13;13101;1
13;6;7;13;13123;1
15;12;3;13;13123;2
3;2;1;13;13123;2
68;9;59;13;13101;1
131;71;60;13;13123;2
3;;3;13;13123;2
45;38;7;13;13123;2
328;307;21;13;13123;2
36;16;20;13;13123;2
12;5;7;13;13123;2
40;26;14;13;13123;2
315;191;124;13;13123;1
167;110;57;13;13123;2
102;45;57;13;13123;1
95;66;29;13;13101;1
195;135;60;13;13123;1
109;74;35;13;13123;2
184;84;100;13;13101;1
17;7;10;13;13101;2
29;20;9;8;8101;1
105;80;25;13;13101;1
34;24;10;9;9101;1
76;60;16;2;2101;1
21;16;5;10;10301;1
46;34;12;7;7101;1
45;25;20;13;13101;1
167;27;140;13;13101;1
54;28;26;13;13101;1
98;55;43;13;13101;2
146;97;49;4;4101;1
177;107;70;8;8301;1
267;157;110;13;13101;1
142;88;54;10;10101;1
103;64;39;1;1101;1
271;139;132;7;7101;1
161;103;58;8;8101;1
142;82;60;5;5109;1
146;88;58;2;2101;1
21;12;9;14;14101;1
261;128;133;9;9101;2
407;217;190;13;13101;2
103;49;54;10;10101;2
172;96;76;1;1101;2
106;61;45;5;5109;2
99;42;57;14;14101;2
1;1;;10;10101;2
9;8;1;14;14101;2
2;2;;9;9101;2
3;1;2;10;10101;2
13;12;1;13;13101;2
1;1;;10;10301;2
21;13;8;5;5109;2
5;3;2;7;7101;2
3;1;2;13;13101;2
3;2;1;5;5109;2
12;8;4;10;10301;2
3;1;2;8;8101;2
5;4;1;8;8101;2
2;1;1;8;8101;2
5;1;4;10;10301;2
8;6;2;9;9101;2
24;8;16;13;13101;2
1;1;;10;10301;2
6;4;2;9;9101;2
2;2;;15;15101;2
3;3;;2;2101;2
1;1;;1;1101;2
1;1;;7;7101;2
14;12;2;5;5109;2
2;1;1;10;10101;2
6;5;1;13;13101;2
6;5;1;13;13101;2
13;11;2;10;10101;2
3;2;1;9;9101;2
10;8;2;9;9101;2
3;3;;10;10101;2
11;9;2;8;8101;2
22;16;6;7;7101;2
4;2;2;9;9101;2
4;4;;9;9101;2
2;2;;13;13101;2
7;5;2;8;8301;2
15;13;2;1;1101;2
7;7;;7;7101;2
14;11;3;13;13101;2
13;7;6;14;14101;2
20;18;2;9;9101;2
18;13;5;10;10301;2
3;3;;13;13101;2
11;4;7;8;8301;2
9;9;;13;13101;2
12;11;1;8;8101;2
1;1;;13;13101;1
2;;2;2;2101;1
5;1;4;4;4101;1
9;5;4;7;7101;1
3;;3;13;13101;2
1;1;;5;5109;1
28;22;6;13;13101;1
2;2;;10;10101;1
1;;1;8;8301;1
1;1;;15;15101;1
2;1;1;8;8101;1
4;3;1;7;7101;1
118;116;2;5;5109;1
126;117;9;9;9101;1
120;118;2;8;8301;1
63;62;1;10;10101;1
162;157;5;13;13101;1
111;109;2;4;4101;1
82;78;4;8;8101;1
66;63;3;1;1101;1
21;21;;14;14101;1
111;110;1;7;7101;1
58;58;;13;13101;1
18;18;;10;10101;1
2;2;;4;4101;1
3;3;;2;2101;1
498;423;75;5;5109;1
278;210;68;9;9101;1
241;201;40;1;1101;1
404;334;70;10;10101;1
341;256;85;15;15101;1
297;231;66;10;10301;1
435;377;58;2;2101;1
359;283;76;8;8301;1
833;684;149;13;13101;1
325;283;42;4;4101;1
82;77;5;3;3101;1
540;442;98;7;7101;1
268;220;48;14;14101;1
311;242;69;8;8101;1
222;204;18;5;5109;1
141;121;20;1;1101;1
76;67;9;10;10101;1
98;90;8;10;10301;1
217;194;23;8;8101;1
5;5;;14;14101;1
280;257;23;13;13101;1
143;131;12;7;7101;1
26;10;16;5;5109;1
100;49;51;13;13101;1
5;1;4;13;13101;1
49;16;33;5;5109;1
45;11;34;13;13101;1
110;27;83;13;13101;1
67;30;37;2;2101;1
15;2;13;13;13101;2
21;12;9;9;9101;1
94;45;49;8;8301;1
220;99;121;13;13101;1
12;8;4;10;10101;1
187;97;90;4;4101;1
126;49;77;2;2101;1
33;17;16;8;8101;1
25;13;12;1;1101;1
18;10;8;5;5109;1
17;5;12;9;9101;2
198;87;111;13;13101;2
2;;2;2;2101;2
96;44;52;1;1101;2
21;7;14;7;7101;2
4;2;2;14;14101;2
11;4;7;9;9101;2
13;11;2;8;8101;2
23;12;11;13;13101;1
122;53;69;13;13101;2
252;139;113;5;5109;1
154;88;66;9;9101;1
248;139;109;8;8301;1
344;156;188;13;13101;1
143;78;65;10;10101;1
164;98;66;15;15101;1
270;136;134;4;4101;1
194;99;95;2;2101;1
139;75;64;10;10301;1
115;61;54;1;1101;1
232;131;101;8;8101;1
124;76;48;14;14101;1
55;33;22;3;3101;1
288;151;137;7;7101;1
5;1;4;10;10301;1
31;31;;13;13101;2
35;31;4;5;5109;2
3;1;2;10;10101;2
12;4;8;9;9101;2
23;7;16;10;10101;2
8;3;5;1;1101;2
29;11;18;2;2101;2
9;3;6;13;13101;2
11;6;5;14;14101;2
13;1;12;8;8301;2
16;8;8;8;8101;2
13;13;;13;13101;2
4;4;;5;5109;3
7;7;;10;10101;3
36;7;29;4;4101;2
27;7;20;10;10101;2
38;6;32;13;13101;2
29;18;11;13;13101;2
4;1;3;13;13101;2
13;3;10;10;10101;2
11;5;6;2;2101;2
4;4;;13;13101;2
11;6;5;13;13101;2
8;4;4;10;10101;3
7;4;3;5;5109;3
9;6;3;9;9101;3
3;3;;15;15101;3
37;19;18;13;13101;3
5;2;3;8;8301;3
5;2;3;10;10301;3
6;2;4;2;2101;3
2;2;;4;4101;3
14;8;6;1;1101;3
12;7;5;8;8101;3
10;4;6;7;7101;3
7;4;3;14;14101;3
3;3;;5;5109;2
20;8;12;9;9101;2
25;15;10;10;10101;2
29;22;7;1;1101;2
46;33;13;2;2101;2
12;7;5;10;10301;2
31;22;9;4;4101;2
28;17;11;5;5109;2
56;49;7;8;8101;2
22;19;3;13;13101;2
9;9;;8;8301;2
39;33;6;9;9101;2
10;10;;10;10101;2
18;17;1;4;4101;2
14;11;3;15;15101;2
14;11;3;1;1101;2
36;31;5;7;7101;2
14;11;3;8;8101;2
29;23;6;8;8101;2
2;2;;13;13101;2
2;2;;10;10101;2
28;25;3;2;2101;2
10;4;6;4;4101;2
5;3;2;13;13101;3
5;3;2;8;8301;3
1;1;;15;15101;3
2;2;;1;1101;3
2;1;1;10;10101;3
1;;1;14;14101;3
1;;1;3;3101;3
2;1;1;7;7101;3
18;14;4;8;8301;2
7;5;2;9;9101;2
12;10;2;7;7101;2
17;10;7;13;13101;2
12;7;5;4;4101;2
9;7;2;13;13101;2
15;14;1;9;9101;2
14;7;7;10;10101;2
11;10;1;10;10101;2
15;10;5;5;5109;2
7;7;;13;13101;2
20;15;5;1;1101;2
14;11;3;4;4101;2
554;405;149;13;13101;1
334;256;78;5;5109;1
134;93;41;9;9101;1
147;89;58;10;10101;1
193;139;54;7;7101;1
160;115;45;8;8101;1
126;110;16;8;8101;1
218;196;22;5;5109;1
253;215;38;13;13101;1
265;240;25;8;8301;1
143;118;25;9;9101;1
105;96;9;10;10101;1
159;154;5;2;2101;1
151;139;12;1;1101;1
206;190;16;4;4101;1
25;23;2;14;14101;1
289;259;30;7;7101;1
25;22;3;3;3101;1
60;16;44;8;8101;1
22;7;15;5;5109;1
186;50;136;13;13101;1
4;2;2;9;9101;1
140;53;87;4;4101;1
27;6;21;7;7101;1
24;16;8;5;5109;1
22;9;13;8;8101;1
100;57;43;13;13101;1
51;26;25;10;10101;1
24;12;12;9;9101;1
48;27;21;1;1101;1
4;3;1;2;2101;1
4;1;3;10;10301;1
11;6;5;7;7101;1
128;54;74;13;13101;1
1;1;;8;8101;2
32;19;13;13;13101;2
41;38;3;13;13101;1
80;73;7;8;8101;2
13;13;;8;8101;2
11;11;;13;13101;2
27;25;2;8;8301;2
10;7;3;10;10101;2
15;15;;1;1101;2
1;;1;10;10101;2
2;2;;3;3101;1
20;16;4;10;10101;1
40;32;8;5;5109;2
59;49;10;8;8101;2
32;25;7;13;13101;2
51;45;6;9;9101;2
33;25;8;10;10301;2
31;25;6;1;1101;2
6;6;;4;4101;2
33;26;7;7;7101;2
267;187;80;4;4101;1
250;171;79;8;8301;1
542;368;174;13;13101;1
165;115;50;9;9101;1
121;92;29;15;15101;1
209;149;60;10;10301;1
145;101;44;1;1101;1
175;111;64;10;10101;1
31;23;8;3;3101;1
344;245;99;5;5109;1
237;147;90;8;8101;1
276;184;92;7;7101;1
306;204;102;2;2101;1
105;73;32;9;9101;2
433;300;133;13;13101;2
175;131;44;15;15101;2
142;95;47;1;1101;2
71;48;23;10;10101;2
44;29;15;10;10301;2
118;77;41;5;5109;2
151;101;50;14;14101;2
33;23;10;4;4101;1
88;67;21;13;13101;1
23;15;8;13;13101;2
98;63;35;10;10101;1
216;153;63;5;5109;1
419;263;156;13;13101;1
214;132;82;9;9101;1
7;2;5;2;2101;1
115;73;42;10;10301;1
213;150;63;4;4101;1
95;59;36;1;1101;1
84;49;35;14;14101;1
309;264;45;13;13101;1
93;76;17;15;15101;1
108;93;15;1;1101;1
111;94;17;10;10301;1
169;150;19;10;10101;1
157;130;27;14;14101;1
222;170;52;8;8101;1
257;207;50;5;5109;1
128;99;29;5;5109;1
118;83;35;8;8101;1
161;132;29;8;8301;1
113;93;20;13;13101;1
53;38;15;7;7101;1
136;122;14;4;4101;1
2;2;;5;5109;2
178;152;26;15;15101;2
120;96;24;13;13101;2
1;1;;2;2101;1
1;;1;8;8101;1
3;3;;2;2101;1
11;3;8;8;8101;2
40;18;22;8;8101;2
41;17;24;16;16101;2
13;5;8;16;16101;2
73;40;33;6;6101;2
86;41;45;15;15101;2
5;1;4;15;15101;2
8;4;4;2;2101;2
2;2;;13;13101;2
31;14;17;13;13101;2
2;2;;3;3301;2
18;9;9;2;2101;2
5;5;;7;7101;4
121;85;36;8;8101;1
100;83;17;6;6101;1
42;31;11;8;8101;1
63;55;8;13;13101;1
61;47;14;8;8301;1
35;27;8;8;8301;1
75;59;16;13;13101;1
11;8;3;2;2101;1
161;137;24;8;8101;2
39;29;10;9;9101;2
161;122;39;8;8101;2
121;100;21;6;6101;2
148;112;36;16;16101;2
35;26;9;16;16101;2
70;56;14;7;7101;2
100;79;21;13;13101;2
45;37;8;2;2201;2
146;109;37;13;13101;2
77;58;19;8;8301;2
28;24;4;2;2101;2
74;56;18;2;2101;2
61;52;9;8;8301;2
46;34;12;4;4102;2
2;2;;2;2201;2
1;;1;6;6101;2
1;;1;6;6101;2
5;;5;13;13101;2
13;2;11;6;6101;2
4;1;3;6;6101;2
20;;20;2;2101;1
31;1;30;2;2101;1
4;;4;2;2101;2
38;1;37;2;2101;2
13;4;9;2;2201;2
65;12;53;16;16101;1
20;;20;2;2101;1
20;1;19;2;2101;1
47;7;40;6;6101;2
14;1;13;8;8101;2
15;1;14;2;2101;2
15;6;9;2;2101;2
59;17;42;2;2201;2
32;4;28;8;8301;2
16;7;9;16;16101;2
10;;10;4;4102;2
18;4;14;6;6101;2
5;1;4;2;2201;2
5;1;4;2;2201;2
4;2;2;2;2101;1
3;1;2;8;8101;2
27;11;16;8;8101;2
40;20;20;13;13101;2
2;;2;16;16101;2
8;5;3;13;13101;4
52;33;19;13;13101;3
186;132;54;7;7101;4
53;32;21;7;7101;4
196;106;90;7;7101;4
5;;5;13;13101;4
8;7;1;16;16101;1
22;22;;16;16101;1
12;11;1;8;8301;2
20;19;1;16;16101;1
1;1;;6;6101;2
63;59;4;4;4102;2
1;1;;8;8101;2
3;2;1;8;8101;2
35;33;2;16;16101;1
6;6;;8;8101;2
25;22;3;15;15101;2
12;10;2;2;2201;2
83;82;1;16;16101;1
36;36;;8;8101;2
158;153;5;9;9101;2
56;52;4;15;15101;2
32;30;2;8;8301;2
42;38;4;16;16101;1
3;3;;8;8101;1
40;37;3;16;16101;1
26;25;1;15;15101;2
135;126;9;8;8101;2
208;199;9;9;9101;2
32;32;;6;6101;2
31;6;25;8;8301;2
5;5;;2;2101;2
6;6;;2;2201;2
13;13;;2;2101;2
9;9;;9;9101;2
1;1;;8;8101;2
17;17;;6;6101;2
14;14;;15;15101;2
46;46;;2;2201;2
7;7;;3;3301;2
77;77;;15;15101;2
302;302;;9;9101;2
30;30;;8;8301;2
9;9;;2;2201;2
22;22;;2;2101;2
18;18;;4;4102;2
47;47;;6;6101;2
1;1;;8;8101;1
58;58;;16;16101;1
142;142;;8;8101;2
16;13;3;3;3301;2
1;1;;7;7101;4
16;9;7;7;7101;4
18;12;6;7;7101;4
4;3;1;7;7101;4
6;4;2;7;7101;4
19;13;6;7;7101;4
13;13;;7;7101;4
14;7;7;7;7101;4
11;6;5;7;7101;4
4;1;3;7;7101;4
14;14;;7;7101;4
2;;2;6;6101;1
49;36;13;6;6101;2
8;8;;6;6101;2
16;10;6;8;8101;2
13;10;3;16;16101;2
14;9;5;15;15101;2
18;18;;15;15101;2
53;53;;2;2201;2
1;;1;4;4102;1
11;;11;4;4102;2
19;16;3;4;4102;1
4;;4;2;2201;2
8;1;7;6;6101;2
33;6;27;13;13123;1
46;19;27;13;13122;1
12;2;10;13;13123;2
2;1;1;13;13122;1
20;10;10;13;13123;1
79;38;41;13;13123;2
6;3;3;13;13123;4
34;20;14;13;13123;3
536;433;103;13;13101;1
73;66;7;13;13101;1
7;5;2;13;13122;1
10;3;7;13;13101;1
42;9;33;13;13101;2
2;;2;13;13123;1
58;25;33;13;13123;2
47;9;38;13;13123;2
2;2;;13;13101;1
139;65;74;13;13101;1
122;60;62;13;13101;2
136;102;34;13;13123;5
24;13;11;13;13123;3
14;11;3;13;13123;1
12;7;5;13;13101;5
53;47;6;13;13101;1
132;112;20;13;13101;2
55;52;3;13;13101;1
1567;1495;72;13;13123;5
449;440;9;13;13123;5
380;373;7;13;13101;1
94;15;79;13;13123;1
57;2;55;13;13123;2
1;1;;13;13123;1
11;9;2;13;13123;2
8;8;;13;13123;1
766;766;;13;13123;5
8;8;;13;13123;2
8;4;4;13;13123;2
11;4;7;13;13123;1
2;;2;13;13123;2
8;1;7;13;13123;1
12;8;4;13;13123;2
1;1;;13;13123;1
6;3;3;13;13123;2
1;1;;13;13123;1
18;5;13;13;13123;2
1;;1;13;13123;1
22;9;13;13;13123;2
53;16;37;13;13101;2
348;329;19;13;13123;5
104;103;1;13;13123;1
534;499;35;13;13101;1
11;3;8;13;13123;5
34;24;10;13;13123;2
33;17;16;13;13123;2
73;43;30;13;13123;1
78;57;21;13;13123;2
19;19;;13;13101;2
85;70;15;13;13101;1
2;2;;13;13123;1
160;52;108;13;13123;5
90;27;63;13;13101;5
7;5;2;13;13123;2
94;23;71;13;13123;1
132;44;88;13;13123;1
135;55;80;13;13123;1
43;15;28;5;5109;1
35;15;20;8;8101;1
79;25;54;13;13123;1
59;13;46;13;13123;1
130;11;119;13;13123;5
61;9;52;5;5109;5
2;2;;13;13119;1
36;25;11;13;13101;1
52;32;20;13;13119;5
115;59;56;13;13123;5
57;33;24;5;5109;5
151;78;73;13;13101;5
70;30;40;13;13110;2
92;46;46;13;13101;2
9;1;8;13;13123;1
112;74;38;13;13123;1
110;65;45;5;5109;1
136;95;41;13;13101;1
107;66;41;8;8101;1
108;58;50;13;13119;5
160;89;71;13;13123;5
252;124;128;5;5109;5
165;97;68;13;13101;5
233;120;113;8;8101;5
145;85;60;13;13110;2
8;3;5;13;13119;2
2;1;1;13;13123;2
221;127;94;13;13101;2
7;3;4;8;8101;2
14;10;4;8;8101;5
6;3;3;13;13101;5
8;4;4;13;13123;5
2;1;1;13;13123;5
3;2;1;13;13123;5
3;2;1;13;13123;1
30;18;12;13;13123;1
5;;5;13;13123;1
39;18;21;13;13123;1
127;125;2;13;13101;1
45;44;1;13;13110;1
9;9;;13;13123;1
117;113;4;5;5109;1
278;273;5;8;8101;1
13;13;;13;13110;2
45;45;;13;13123;2
210;208;2;13;13101;2
192;191;1;8;8101;2
29;29;;13;13123;1
34;34;;13;13119;1
41;41;;13;13110;1
74;74;;5;5109;1
123;123;;13;13101;1
93;93;;8;8101;1
61;61;;13;13119;2
76;76;;13;13110;2
33;33;;5;5109;2
196;196;;13;13101;2
84;84;;8;8101;2
446;369;77;13;13119;1
488;403;85;13;13123;1
539;455;84;13;13110;1
503;409;94;8;8101;1
469;402;67;5;5109;1
692;584;108;13;13101;1
79;67;12;13;13123;1
37;34;3;13;13119;1
95;85;10;13;13110;1
236;207;29;8;8101;1
107;96;11;5;5109;1
146;134;12;13;13101;1
73;48;25;13;13123;1
13;10;3;13;13123;1
18;;18;13;13123;1
21;;21;13;13123;5
21;7;14;13;13123;1
26;5;21;8;8101;1
24;6;18;13;13101;1
72;10;62;8;8101;5
40;8;32;5;5109;5
42;5;37;13;13123;5
48;10;38;13;13101;5
1;;1;13;13123;2
80;38;42;13;13123;1
9;5;4;13;13110;1
4;3;1;13;13119;1
8;5;3;8;8101;1
32;13;19;5;5109;1
26;16;10;13;13101;1
66;35;31;13;13119;5
104;47;57;13;13110;5
125;56;69;5;5109;5
192;95;97;13;13123;5
226;111;115;13;13101;5
89;44;45;8;8101;5
43;23;20;13;13101;1
2;;2;13;13123;1
65;34;31;13;13119;5
10;4;6;13;13110;5
114;50;64;13;13123;5
30;12;18;5;5109;5
125;62;63;13;13101;5
10;4;6;13;13101;2
9;;9;13;13123;1
13;1;12;5;5109;1
57;5;52;13;13101;1
100;7;93;13;13123;5
18;2;16;5;5109;5
145;13;132;13;13101;5
30;2;28;13;13123;2
10;1;9;13;13101;2
2;;2;13;13123;1
11;2;9;5;5109;1
27;9;18;13;13101;1
91;15;76;13;13123;5
14;1;13;8;8101;5
49;3;46;5;5109;5
186;22;164;13;13101;5
8;3;5;13;13123;2
52;12;40;13;13101;2
16;4;12;13;13123;1
11;2;9;13;13110;1
17;7;10;8;8101;1
36;13;23;5;5109;1
80;26;54;13;13101;1
12;3;9;13;13123;5
4;1;3;13;13110;5
25;3;22;8;8101;5
60;13;47;5;5109;5
60;10;50;13;13101;5
14;2;12;13;13110;2
5;2;3;8;8101;1
35;16;19;13;13101;1
15;8;7;13;13123;5
15;7;8;13;13110;5
2;;2;8;8101;5
37;19;18;5;5109;5
115;50;65;13;13101;5
19;1;18;13;13123;1
9;6;3;13;13123;1
50;41;9;13;13123;1
132;68;64;13;13119;1
198;93;105;13;13110;1
244;124;120;13;13123;1
220;105;115;5;5109;1
302;154;148;13;13101;1
319;172;147;8;8101;1
76;51;25;13;13123;1
15;3;12;13;13110;1
13;5;8;8;8101;1
34;6;28;5;5109;1
36;11;25;13;13101;1
12;3;9;5;5109;2
21;3;18;13;13101;2
90;49;41;13;13123;4
110;79;31;13;13119;1
104;71;33;13;13110;1
143;91;52;13;13123;1
97;67;30;8;8101;1
164;118;46;5;5109;1
206;161;45;13;13101;1
14;10;4;5;5109;5
216;144;72;13;13101;5
90;82;8;13;13119;1
125;110;15;13;13110;1
115;98;17;13;13123;1
106;84;22;5;5109;1
203;177;26;13;13101;1
121;104;17;8;8101;1
15;7;8;13;13123;1
29;27;2;13;13119;1
18;16;2;13;13110;1
17;16;1;5;5109;1
81;66;15;13;13101;1
43;33;10;8;8101;1
22;21;1;13;13119;5
55;44;11;13;13110;5
6;4;2;13;13123;5
76;67;9;5;5109;5
132;114;18;13;13101;5
52;47;5;8;8101;5
1;1;;13;13110;2
110;87;23;13;13101;2
98;31;67;13;13119;1
132;51;81;13;13110;1
103;29;74;13;13123;1
141;36;105;8;8101;1
128;34;94;5;5109;1
199;58;141;13;13101;1
37;11;26;13;13119;2
83;17;66;13;13110;2
26;9;17;13;13123;2
56;14;42;8;8101;2
57;20;37;5;5109;2
95;26;69;13;13101;2
7;4;3;5;5109;1
30;17;13;13;13101;1
29;10;19;13;13101;2
5;1;4;13;13119;1
36;27;9;13;13123;1
35;27;8;5;5109;1
74;48;26;13;13101;1
47;33;14;8;8101;1
2;2;;13;13123;2
68;47;21;13;13101;2
5;4;1;5;5109;1
25;20;5;13;13101;1
32;18;14;13;13123;1
5;3;2;5;5109;1
73;24;49;13;13101;1
50;24;26;13;13101;5
85;65;20;13;13119;1
135;90;45;13;13110;1
136;89;47;13;13123;1
205;142;63;5;5109;1
242;160;82;13;13101;1
203;141;62;8;8101;1
75;57;18;13;13119;5
115;99;16;13;13110;5
122;101;21;13;13123;5
177;132;45;5;5109;5
108;94;14;13;13101;5
212;159;53;8;8101;5
213;131;82;13;13101;2
1;1;;5;5109;1
9;8;1;13;13101;2
32;12;20;13;13101;1
14;3;11;13;13101;2
29;18;11;13;13123;1
72;50;22;13;13123;5
30;11;19;13;13123;1
64;17;47;13;13119;1
56;12;44;13;13101;1
51;13;38;13;13110;1
74;19;55;13;13123;1
3;;3;5;5109;1
59;17;42;13;13119;2
71;10;61;13;13101;2
48;10;38;13;13110;2
1;;1;13;13123;2
15;4;11;13;13119;1
1;1;;13;13123;1
7;3;4;5;5109;1
65;31;34;13;13101;1
131;75;56;13;13119;5
120;50;70;13;13123;5
115;57;58;13;13110;5
98;41;57;8;8101;5
97;50;47;5;5109;5
151;83;68;13;13101;5
32;17;15;13;13110;2
56;27;29;13;13119;2
34;14;20;13;13123;2
84;37;47;13;13101;2
52;6;46;5;5109;2
181;19;162;13;13123;2
43;39;4;13;13119;1
56;48;8;13;13110;1
80;69;11;5;5109;1
98;73;25;13;13101;1
3;;3;13;13110;1
7;2;5;5;5109;1
9;1;8;13;13101;1
7;2;5;13;13110;2
7;3;4;13;13123;2
4;1;3;13;13119;2
5;1;4;8;8101;2
8;2;6;5;5109;2
53;12;41;13;13101;2
71;37;34;13;13123;1
6;2;4;5;5109;1
12;6;6;13;13101;1
1;;1;13;13123;2
13;6;7;13;13119;2
19;8;11;13;13110;2
1;;1;8;8101;2
14;3;11;5;5109;2
64;28;36;13;13101;2
1;;1;13;13123;1
17;3;14;13;13101;1
5;;5;13;13123;5
9;1;8;13;13101;5
2;;2;13;13123;2
3;;3;5;5109;2
65;1;64;13;13101;2
50;3;47;13;13123;1
16;2;14;13;13123;2
58;24;34;13;13123;1
1;;1;13;13119;1
1;1;;5;5109;1
92;64;28;13;13123;1
115;71;44;13;13101;1
107;91;16;13;13123;1
228;175;53;8;8101;1
102;86;16;5;5109;1
218;191;27;13;13101;1
111;87;24;13;13101;1
3;1;2;13;13123;1
45;34;11;8;8101;1
51;43;8;5;5109;1
82;66;16;13;13101;2
50;46;4;13;13119;2
19;13;6;13;13110;2
34;32;2;5;5109;2
26;23;3;8;8101;2
181;125;56;13;13123;1
121;79;42;5;5109;1
13;9;4;8;8101;1
81;55;26;13;13123;2
17;10;7;5;5109;2
442;189;253;13;13114;1
254;114;140;5;5109;1
73;59;14;13;13114;1
379;243;136;13;13101;1
186;127;59;5;5109;1
126;80;46;8;8101;1
69;51;18;13;13114;1
47;32;15;13;13101;1
110;62;48;13;13101;1
170;89;81;13;13101;1
299;147;152;13;13101;1
24;9;15;8;8101;1
76;33;43;5;5109;1
360;179;181;13;13101;2
31;15;16;13;13101;2
112;74;38;13;13101;2
82;44;38;8;8101;2
77;44;33;5;5109;2
21;13;8;5;5109;2
294;145;149;8;8101;1
701;388;313;5;5109;1
1415;742;673;13;13101;1
234;107;127;5;5109;2
92;55;37;13;13101;2
6;3;3;13;13101;1
25;15;10;13;13101;1
19;11;8;5;5109;1
148;13;135;13;13114;1
2;2;;5;5109;1
79;38;41;13;13114;1
66;62;4;13;13114;1
46;29;17;5;5109;1
136;88;48;13;13114;1
9;7;2;13;13114;1
29;11;18;13;13101;1
56;20;36;13;13101;1
25;22;3;13;13101;5
25;7;18;13;13101;1
2;;2;13;13101;1
18;8;10;13;13101;1
14;4;10;13;13101;1
22;6;16;13;13114;1
4;2;2;13;13101;1
169;63;106;8;8101;1
242;98;144;13;13101;1
142;58;84;5;5109;1
43;10;33;8;8101;1
266;72;194;5;5109;1
597;191;406;13;13114;1
225;61;164;13;13101;2
50;11;39;8;8101;2
6;2;4;5;5109;2
3;2;1;8;8101;1
66;63;3;5;5109;1
62;51;11;13;13114;1
54;47;7;13;13101;2
45;16;29;13;13114;1
105;105;;5;5109;1
104;104;;13;13114;1
44;44;;8;8101;2
220;220;;13;13101;2
1120;974;146;13;13101;1
616;484;132;8;8101;1
707;634;73;5;5109;1
2;;2;13;13101;1
4;3;1;13;13101;1
3;;3;13;13101;1
6;1;5;13;13101;1
25;19;6;13;13101;1
9;7;2;5;5109;2
8;8;;13;13101;1
2;2;;8;8101;1
13;3;10;13;13101;1
19;18;1;13;13101;1
15;12;3;13;13101;1
15;11;4;5;5109;1
28;14;14;13;13101;1
5;3;2;5;5109;1
32;23;9;13;13101;1
19;12;7;5;5109;1
6;3;3;13;13101;1
127;108;19;8;8101;1
201;176;25;5;5109;1
491;433;58;13;13114;1
183;71;112;8;8101;1
515;186;329;13;13101;1
252;109;143;5;5109;1
15;4;11;5;5109;2
13;9;4;8;8101;2
22;14;8;5;5109;2
274;143;131;13;13101;1
19;4;15;13;13101;1
231;55;176;13;13101;1
53;15;38;8;8101;1
170;29;141;13;13101;1
25;3;22;8;8101;1
49;9;40;5;5109;1
406;94;312;13;13101;1
126;21;105;8;8101;1
163;48;115;5;5109;1
1039;256;783;13;13101;1
352;103;249;5;5109;1
158;49;109;8;8101;1
186;50;136;13;13101;2
331;52;279;13;13101;2
239;63;176;13;13101;2
155;15;140;8;8101;2
86;11;75;5;5109;2
334;22;312;13;13101;1
31;;31;5;5109;1
225;74;151;8;8101;1
1009;426;583;13;13101;1
740;268;472;5;5109;1
1647;377;1270;13;13114;1
20;11;9;8;8101;2
34;12;22;8;8101;2
303;122;181;13;13101;2
370;180;190;13;13101;2
356;187;169;13;13101;2
28;12;16;5;5109;2
85;30;55;5;5109;2
24;10;14;5;5109;2
18;5;13;5;5109;1
8;3;5;13;13101;1
459;254;205;13;13101;2
42;24;18;8;8101;2
55;30;25;5;5109;2
137;49;88;5;5109;1
1;;1;8;8101;1
356;168;188;13;13101;1
306;157;149;13;13101;2
63;18;45;5;5109;2
85;38;47;8;8101;2
173;124;49;13;13114;1
148;17;131;13;13101;1
74;4;70;13;13101;2
64;21;43;5;5109;1
287;130;157;13;13101;1
1;;1;8;8101;1
79;3;76;5;5109;1
364;30;334;13;13101;1
3;;3;8;8101;2
31;3;28;5;5109;2
175;17;158;13;13101;2
87;4;83;13;13101;2
65;9;56;13;13101;2
1;;1;8;8101;2
34;4;30;5;5109;2
263;42;221;13;13101;1
7;;7;13;13101;1
23;5;18;13;13101;2
49;8;41;13;13101;1
43;9;34;13;13101;2
54;26;28;5;5109;1
189;78;111;13;13101;1
11;4;7;5;5109;2
21;4;17;5;5109;2
9;2;7;13;13101;2
39;15;24;13;13101;2
59;26;33;13;13101;2
49;1;48;13;13101;1
42;6;36;13;13101;2
65;18;47;5;5109;1
98;61;37;5;5109;1
284;156;128;13;13114;1
47;9;38;13;13101;1
33;15;18;13;13101;1
299;64;235;13;13101;1
57;9;48;8;8101;2
68;18;50;8;8101;2
115;20;95;5;5109;2
52;11;41;5;5109;2
164;36;128;13;13101;2
197;47;150;13;13101;2
278;63;215;13;13101;2
4;3;1;8;8101;2
21;5;16;5;5109;2
115;17;98;8;8101;1
223;19;204;5;5109;1
179;91;88;8;8101;1
421;214;207;5;5109;1
779;408;371;13;13114;1
63;17;46;13;13101;1
54;27;27;13;13101;1
1;;1;5;5109;1
14;3;11;13;13114;1
25;6;19;13;13101;1
29;10;19;5;5109;1
83;27;56;13;13114;1
59;37;22;13;13114;1
1;1;;5;5109;1
55;16;39;13;13101;1
29;10;19;13;13101;4
43;31;12;13;13101;1
